Title,Place Name,Latitude,Longitude,Location,Dusun,Kecamatan,Kota/Kabupaten,Province,Provinsi,Phone Number,URL,Commodity,Bulan Panen,Panen Months 
Penjualan Buah Kelapa dan Turunannya,Penjualan Buah Kelapa dan Turunannya,-1.1502932,119.883658,"Jl. Poros Palu Bangga, Balongga, Kec. Dolo Sel., Kabupaten Sigi, Sulawesi Tengah 94371",Balongga,Dolo Selatan,Kabupaten Sigi,Central Sulawesi,Sulawesi Tengah,0822-7108-7765,"https://www.google.com/maps/place/Penjualan+Buah+Kelapa+dan+Turunannya/@-2.0770469,110.0471209,6z/data=!4m7!3m6!1s0x2d8c0db631c148e9:0x4c376a9c6606adbd!8m2!3d-1.1344519!4d119.8796481!15sChRmYXJtIGtlbGFwYSBzdWxhd2VzaZIBBGZhcm3gAQA!16s%2Fg%2F11kb3t69cj?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",kelapa,"June, July, August","[6,7,8]"
perkebunan kelapa sawit sakha,perkebunan kelapa sawit sakha,-2.4973375,120.9259219,"GW3G+397, Balirejo, Kec. Angkona, Kabupaten Luwu Timur, Sulawesi Selatan",Balirejo,Angkona,Kabupaten Luwu Timur,South Sulawesi,Sulawesi Selatan,,"https://www.google.com/maps/place/perkebunan+kelapa+sawit+sakha/@-2.0770469,110.0471209,6z/data=!4m7!3m6!1s0x2d904d005eb58eb7:0x3eacca6f25a23991!8m2!3d-2.4973329!4d120.9259179!15sChRmYXJtIGtlbGFwYSBzdWxhd2VzaZIBCXRyZWVfZmFybeABAA!16s%2Fg%2F11w3h8x1n0?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",kelapa,"June, July, August","[6,7,8]"
Kopra Putih dan Kelapa,Kopra Putih dan Kelapa,-0.8662875,119.9013906,"4WM2+FHJ, Jl Bahari, Talise, Kec. Mantikulore, Kota Palu, Sulawesi Tengah 94143",,Mantikulore,Kota Palu,Central Sulawesi,Sulawesi Tengah,0822-1039-0654,"https://www.google.com/maps/place/Kopra+Putih+dan+Kelapa/@-2.0770469,110.0471209,6z/data=!4m7!3m6!1s0x2d8bef8f5ef48827:0xe72601eed7fe4d3c!8m2!3d-0.8662885!4d119.901393!15sChRmYXJtIGtlbGFwYSBzdWxhd2VzaZIBBGZhcm3gAQA!16s%2Fg%2F11pvhl58x3?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",kelapa,"June, July, August","[6,7,8]"
family Garden(Hidroponik Farm kendari),family Garden(Hidroponik Farm kendari),-4.0078268,122.5417269,"Jl. Kelapa, Anduonohu, Kec. Poasia, Kota Kendari, Sulawesi Tenggara 93231","Kelapa, Anduonohu",Poasia,Kota Kendari,Southeast Sulawesi,Sulawesi Tenggara,0812-4224-0303,"https://www.google.com/maps/place/family+Garden(Hidroponik+Farm+kendari)/@-2.0770469,110.0471209,6z/data=!4m7!3m6!1s0x2d98931768f6a5a9:0x965a0f977cfe06d2!8m2!3d-4.0049994!4d122.5422232!15sChRmYXJtIGtlbGFwYSBzdWxhd2VzaVoWIhRmYXJtIGtlbGFwYSBzdWxhd2VzaZIBD3Nob3BwaW5nX2NlbnRlcpoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VOeGRsbEhNMGxCRUFF4AEA!16s%2Fg%2F11fd4q5x81?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",kelapa,"June, July, August","[6,7,8]"
KELAPA MUDA / TUA (Saddai & Yendeng),KELAPA MUDA %2F TUA (Saddai %26 Yendeng),-3.7578726,119.4842215,"Pantai dewata wakka, Perumahan BTN No.41, Tadang Palie, Kec. Cempa, Kabupaten Pinrang, Sulawesi Selatan 91218",Tadang Palie,Cempa,Kabupaten Pinrang,South Sulawesi,Sulawesi Selatan,0853-8633-1763,"https://www.google.com/maps/place/KELAPA+MUDA+%2F+TUA+(Saddai+%26+Yendeng)/@-2.0770469,110.0471209,6z/data=!4m7!3m6!1s0x2d9457003612f58d:0x5fd71f5d24a49ee9!8m2!3d-3.7551924!4d119.4840897!15sChRmYXJtIGtlbGFwYSBzdWxhd2VzaZIBB29yY2hhcmTgAQA!16s%2Fg%2F11w1k7vgrd?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",kelapa,"June, July, August","[6,7,8]"
SHIWILL. Jual Beli Tandan Buah Segar (TBS) Kelapa Sawit,SHIWILL. Jual Beli Tandan Buah Segar (TBS) Kelapa Sawit,-1.7710696,119.3772969,"Unnamed Road, Kadaila, Kec. Karossa, Kabupaten Mamuju Tengah, Sulawesi Barat 91573",,Karossa,Kabupaten Mamuju Tengah,West Sulawesi,Sulawesi Barat,0823-9506-7888,"https://www.google.com/maps/place/SHIWILL.+Jual+Beli+Tandan+Buah+Segar+(TBS)+Kelapa+Sawit/@-2.0770469,110.0471209,6z/data=!4m7!3m6!1s0x2d8d09f3b04a4ec5:0x4976d2dc573ee878!8m2!3d-1.7832704!4d119.3904139!15sChRmYXJtIGtlbGFwYSBzdWxhd2VzaVoWIhRmYXJtIGtlbGFwYSBzdWxhd2VzaZIBBGZhcm2aASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUnhhMTl5VDFCUkVBReABAA!16s%2Fg%2F11np35xkww?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",kelapa,"June, July, August","[6,7,8]"
Kebun Kelapa Adit,Kebun Kelapa Adit,-5.3012625,123.1688281,"M5X9+FGW, Kinapani Makmur, Kec. Lasalimu Sel., Kabupaten Buton, Sulawesi Tenggara 93756",Kinapani Makmur,Lasalimu Sel,Kabupaten Buton,Southeast Sulawesi,Sulawesi Tenggara,0813-4111-2337,"https://www.google.com/maps/place/Kebun+Kelapa+Adit/@-2.0770469,110.0471209,6z/data=!4m7!3m6!1s0x2da15507fd89ed75:0x5b7b0945e5a6739f!8m2!3d-5.301274!4d123.1688226!15sChRmYXJtIGtlbGFwYSBzdWxhd2VzaZIBB29yY2hhcmTgAQA!16s%2Fg%2F11fn2yfxnq?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",kelapa,"June, July, August","[6,7,8]"
NUSANTARA KELAPA,NUSANTARA KELAPA,-3.9651501,122.5174729,"Mandonga, Kec. Mandonga, Kota Kendari, Sulawesi Tenggara 93111",,Mandonga,Kota Kendari,Southeast Sulawesi,Sulawesi Tenggara,,"https://www.google.com/maps/place/NUSANTARA+KELAPA/@-2.0770469,110.0471209,6z/data=!4m7!3m6!1s0x2d98f339ccfb1afd:0xd0c8aff193efe2e0!8m2!3d-3.9651501!4d122.5174729!15sChRmYXJtIGtlbGFwYSBzdWxhd2VzaZIBBGZhcm3gAQA!16s%2Fg%2F11wh5fm3zw?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",kelapa,"June, July, August","[6,7,8]"
POS JAGA KEBUN KELAPA TRI PUTRA,POS JAGA KEBUN KELAPA TRI PUTRA,-0.7970178,119.8007582,"6Q2X+W8C, Gg. Purnawirawan, Loli Oge, Kec. Banawa, Kabupaten Donggala, Sulawesi Tengah 94351","Gg. Purnawirawan, Loli Oge",Banawa,Kabupaten Donggala,Central Sulawesi,Sulawesi Tengah,,"https://www.google.com/maps/place/POS+JAGA+KEBUN+KELAPA+TRI+PUTRA/@-2.0770469,110.0471209,6z/data=!4m7!3m6!1s0x2d8beb00727223e3:0x59df9cb565d9ba59!8m2!3d-0.7980524!4d119.7986726!15sChRmYXJtIGtlbGFwYSBzdWxhd2VzaZIBCXRyZWVfZmFybeABAA!16s%2Fg%2F11vw_434m6?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",kelapa,"June, July, August","[6,7,8]"
PENGOLAHAN KELAPA,PENGOLAHAN KELAPA,-3.9284047,121.322709,"Jl. Pelabuhan, Tonganapo, Kec. Samaturu, Kabupaten Kolaka, Sulawesi Tenggara 94521",Tonganapo,Samaturu,Kabupaten Kolaka,Southeast Sulawesi,Sulawesi Tenggara,0823-2808-7077,"https://www.google.com/maps/place/PENGOLAHAN+KELAPA/@-4.9320183,113.766404,6z/data=!4m7!3m6!1s0x2d9797f77f976161:0x515f1f446018b8c7!8m2!3d-3.9284047!4d121.322709!15sChRmYXJtIGtlbGFwYSBzdWxhd2VzaZIBBGZhcm3gAQA!16s%2Fg%2F11k9gvt16m?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",kelapa,"June, July, August","[6,7,8]"
DEWARUCI HIDROFARM,DEWARUCI HIDROFARM,-5.2270149,119.5057633,"Jl. Kelapa No.92171, Romang Lompoa, Kec. Bontomarannu, Kabupaten Gowa, Sulawesi Selatan 92171",Romang Lompoa,Bontomarannu,Kabupaten Gowa,South Sulawesi,Sulawesi Selatan,0823-4869-7908,"https://www.google.com/maps/place/DEWARUCI+HIDROFARM/@-4.9320183,113.766404,6z/data=!4m7!3m6!1s0x2dbee183efec63fb:0x11a0715cce767b3a!8m2!3d-5.2267232!4d119.5060379!15sChRmYXJtIGtlbGFwYSBzdWxhd2VzaZIBBGZhcm3gAQA!16s%2Fg%2F11qn5gp_2h?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",kelapa,"June, July, August","[6,7,8]"
Green farm Jual sayuran organik sayuran sehat,Green farm Jual sayuran organik sayuran sehat,-0.9505266,119.8912098,"BTN Griya Kelapa Putih, Jl. Lapatta No.18 Blok B, Kalukubula, Kec. Sigi Biromaru, Kabupaten Sigi, Sulawesi Tengah 94111","BTN Griya Kelapa Putih, Jl. Lapatta No.18 Blok B, Kalukubula",Sigi Biromaru,Kabupaten Sigi,Central Sulawesi,Sulawesi Tengah,0852-4138-7726,"https://www.google.com/maps/place/Green+farm+Jual+sayuran+organik+sayuran+sehat/@-4.9320183,113.766404,6z/data=!4m7!3m6!1s0x2d8bf18af5643371:0xa9b966cd82b73663!8m2!3d-0.9515209!4d119.8912343!15sChRmYXJtIGtlbGFwYSBzdWxhd2VzaVoWIhRmYXJtIGtlbGFwYSBzdWxhd2VzaZIBDG9yZ2FuaWNfZmFybZoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VOWGRqUXlOMU5uRUFF4AEA!16s%2Fg%2F11sr61r_fk?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",kelapa,"June, July, August","[6,7,8]"
PT. HNI (Hengjaya Nickel Industry),PT. HNI (Hengjaya Nickel Industry),-2.8476875,122.1642344,"5527+WMH, Labota, Kec. Bahodopi, Kabupaten Morowali, Sulawesi Tengah 94974",Labota,Bahodopi,Kabupaten Morowali,Central Sulawesi,Sulawesi Tengah,,"https://www.google.com/maps/place/PT.+HNI+(Hengjaya+Nickel+Industry)/@-0.8331567,114.0933096,6z/data=!4m7!3m6!1s0x2d9a4785f6aa876b:0xfe7ab2efd2c80c6d!8m2!3d-2.8476912!4d122.1642227!15sCg9uaWNrZWwgc3VsYXdlc2laESIPbmlja2VsIHN1bGF3ZXNpkgEObWluaW5nX2NvbXBhbnmaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVTlhNRFEyZFZKQkVBReABAA!16s%2Fg%2F11hf8p1z2g?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",nikel,"April, May, June, July, August, September, October","[4,5,6,7,8,9,10]"
PT WALSIN NICKEL INDUSTRIAL INDONESIA,PT WALSIN NICKEL INDUSTRIAL INDONESIA,-2.8579625,122.1599219,"45R5+RX7, Labota, Kec. Bahodopi, Kabupaten Morowali, Sulawesi Tengah 94974",,Bahodopi,Kabupaten Morowali,Central Sulawesi,Sulawesi Tengah,0821-9510-8918,"https://www.google.com/maps/place/PT+WALSIN+NICKEL+INDUSTRIAL+INDONESIA/@-0.8331567,114.0933096,6z/data=!4m7!3m6!1s0x2d9a479a67e1be1d:0xf98077787d7bd5eb!8m2!3d-2.8579552!4d122.159913!15sCg9uaWNrZWwgc3VsYXdlc2mSARBjb3Jwb3JhdGVfb2ZmaWNl4AEA!16s%2Fg%2F11rs9w0j8j?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",nikel,"April, May, June, July, August, September, October","[4,5,6,7,8,9,10]"
PT. NADESICO NICKEL INDUSTRY (NNI),PT. NADESICO NICKEL INDUSTRY (NNI),-2.0144875,121.4302031,"XCPJ+634, Bungintimbe, Kec. Petasia Timur, Kabupaten Morowali Utara, Sulawesi Tengah",Bungintimbe,Petasia Timur,Kabupaten Morowali Utara,Central Sulawesi,Sulawesi Tengah,0815-2709-3268,"https://www.google.com/maps/place/PT.+NADESICO+NICKEL+INDUSTRY+(NNI)/@-0.8331567,114.0933096,6z/data=!4m7!3m6!1s0x2d8fe595594b807f:0x679f133317a39c5e!8m2!3d-2.0144783!4d121.4302094!15sCg9uaWNrZWwgc3VsYXdlc2mSARBjb3Jwb3JhdGVfb2ZmaWNl4AEA!16s%2Fg%2F11v091byf2?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",nikel,"April, May, June, July, August, September, October","[4,5,6,7,8,9,10]"
PT GUNBUSTER NICKEL INDUSTRY,PT GUNBUSTER NICKEL INDUSTRY,-2.0015625,121.4349219,"XCXM+9XF, Unnamed Road, Bungintimbe, Kec. Petasia Timur, Kabupaten Morowali Utara, Sulawesi Tengah 94971",Bungintimbe,Petasia Timur,Kabupaten Morowali Utara,Central Sulawesi,Sulawesi Tengah,(021) 50603688,"https://www.google.com/maps/place/PT+GUNBUSTER+NICKEL+INDUSTRY/@-0.8331567,114.0933096,6z/data=!4m7!3m6!1s0x2d8fe5cffe63d935:0x68e75d3707096eff!8m2!3d-2.0015683!4d121.4349367!15sCg9uaWNrZWwgc3VsYXdlc2mSARRjb25zdHJ1Y3Rpb25fY29tcGFueeABAA!16s%2Fg%2F11nzyl7_7n?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",nikel,"April, May, June, July, August, September, October","[4,5,6,7,8,9,10]"
PT HUADI Nickel-Alloy INDONESIA,PT HUADI Nickel-Alloy INDONESIA,-5.5630561,120.0636349,"Papanloe, Kec. Pajukukang, Kabupaten Bantaeng, Sulawesi Selatan 92461",Papanloe,Pajukukang,Kabupaten Bantaeng,South Sulawesi,Sulawesi Selatan,,"https://www.google.com/maps/place/PT+HUADI+Nickel-Alloy+INDONESIA/@-0.8331567,114.0933096,6z/data=!4m7!3m6!1s0x2db9537d4df9e437:0xa07301a41783bce6!8m2!3d-5.5797136!4d120.0658062!15sCg9uaWNrZWwgc3VsYXdlc2laESIPbmlja2VsIHN1bGF3ZXNpkgEQY29ycG9yYXRlX29mZmljZZoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VSV2NsOWxiVEJuUlJBQuABAA!16s%2Fg%2F11f6fzg3z6?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",nikel,"April, May, June, July, August, September, October","[4,5,6,7,8,9,10]"
Smelter Nickel Matte PT. NNI 中伟冰镍厂,Smelter Nickel Matte PT. NNI %E4%B8%AD%E4%BC%9F%E5%86%B0%E9%95%8D%E5%8E%82,-2.0401227,121.4570447,"Bungintimbe, Kec. Petasia, Kabupaten Morowali Utara, Sulawesi Tengah",Bungintimbe,Petasia,Kabupaten Morowali Utara,Central Sulawesi,Sulawesi Tengah,,"https://www.google.com/maps/place/Smelter+Nickel+Matte+PT.+NNI+%E4%B8%AD%E4%BC%9F%E5%86%B0%E9%95%8D%E5%8E%82/@-0.8331567,114.0933096,6z/data=!4m7!3m6!1s0x2d8fe5004741a7a7:0xb2fcfea6fb1203ad!8m2!3d-2.0138152!4d121.4180866!15sCg9uaWNrZWwgc3VsYXdlc2mSAQxtYW51ZmFjdHVyZXLgAQA!16s%2Fg%2F11vs_dbf79?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",nikel,"April, May, June, July, August, September, October","[4,5,6,7,8,9,10]"
PT Kolaka Nickel Indonesia,PT Kolaka Nickel Indonesia,-4.2227021,121.5857178,"Jl. Poros Pomalaa-Tanggetada, Tambea, Kec. Pomalaa, Kabupaten Kolaka, Sulawesi Tenggara 93562",Tambea,Pomalaa,Kabupaten Kolaka,Southeast Sulawesi,Sulawesi Tenggara,,"https://www.google.com/maps/place/PT+Kolaka+Nickel+Indonesia/@-0.8331567,114.0933096,6z/data=!4m7!3m6!1s0x2d97f9ca11bd5f57:0x62d1b981c1de679c!8m2!3d-4.2318022!4d121.5847442!15sCg9uaWNrZWwgc3VsYXdlc2mSAQ5taW5pbmdfY29tcGFueeABAA!16s%2Fg%2F11s0z9sg5q?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",nikel,"April, May, June, July, August, September, October","[4,5,6,7,8,9,10]"
PT.INDONESIA NIKEL INDUSTRI,PT.INDONESIA NIKEL INDUSTRI,-3.9933856,122.5349743,"Jl. Green Leaf, Anduonohu, Kec. Poasia, Kota Kendari, Sulawesi Tenggara 93231",,Poasia,Kota Kendari,Southeast Sulawesi,Sulawesi Tenggara,0811-9614-182,"https://www.google.com/maps/place/PT.INDONESIA+NIKEL+INDUSTRI/@-0.8331567,114.0933096,6z/data=!4m7!3m6!1s0x2d988d1ff55263df:0xa46ce5f74e6cd2be!8m2!3d-3.9927407!4d122.5350245!15sCg9uaWNrZWwgc3VsYXdlc2mSAQ1jb2FsX2V4cG9ydGVy4AEA!16s%2Fg%2F11n5hrg2m2?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",nikel,"April, May, June, July, August, September, October","[4,5,6,7,8,9,10]"
PT UNITY NICKEL ALLOY INDONESIA,PT UNITY NICKEL ALLOY INDONESIA,-5.5630561,120.0636349,"Papanloe, Kec. Pajukukang, Kabupaten Bantaeng, Sulawesi Selatan",Papanloe,Pajukukang,Kabupaten Bantaeng,South Sulawesi,Sulawesi Selatan,0851-4392-0528,"https://www.google.com/maps/place/PT+UNITY+NICKEL+ALLOY+INDONESIA/@-0.8331567,114.0933096,6z/data=!4m7!3m6!1s0x2db955c41918bbaf:0xaadbda1c4019dbe6!8m2!3d-5.5660414!4d120.0682242!15sCg9uaWNrZWwgc3VsYXdlc2mSARRjb25zdHJ1Y3Rpb25fY29tcGFueeABAA!16s%2Fg%2F11jt8kmfpg?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",nikel,"April, May, June, July, August, September, October","[4,5,6,7,8,9,10]"
PT. Oracle Nickel Industry,PT. Oracle Nickel Industry,-2.866667,122.166667,"Labota, Kec. Bahodopi, Kabupaten Morowali, Sulawesi Tengah",Labota,Bahodopi,Kabupaten Morowali,Central Sulawesi,Sulawesi Tengah,,"https://www.google.com/maps/place/PT.+Oracle+Nickel+Industry/@-0.8331567,114.0933096,6z/data=!4m7!3m6!1s0x2d9a474fec1b9bcf:0xbc580e79032fe1a3!8m2!3d-2.8610317!4d122.1557382!15sCg9uaWNrZWwgc3VsYXdlc2mSARBzdGVlbF9mYWJyaWNhdG9y4AEA!16s%2Fg%2F11tc60d0cj?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",nikel,"April, May, June, July, August, September, October","[4,5,6,7,8,9,10]"
PT. Vale Indonesia Tbk. Sorowako,PT Vale Indonesia Tbk,-2.5682875,121.3793906,"C9JH+MQJ Main Office Plant Site, Sorowako, Kec. Nuha, Kabupaten Luwu Timur, Sulawesi Selatan 92983",,Nuha,Sorowako,South Sulawesi,Sulawesi Selatan,(021) 5249000,"https://www.google.com/maps/place/PT+Vale+Indonesia+Tbk/@-0.8331567,114.0933096,6z/data=!4m7!3m6!1s0x2d90646db2ef89ed:0xb73427e50e72cc68!8m2!3d-2.5682901!4d121.3795926!15sCg9uaWNrZWwgc3VsYXdlc2laESIPbmlja2VsIHN1bGF3ZXNpkgEObWluaW5nX2NvbXBhbnmaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUjFOVTV1YUhCQlJSQULgAQA!16s%2Fg%2F11b6_fs2gv?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",nikel,"April, May, June, July, August, September, October","[4,5,6,7,8,9,10]"
PT SCM NIKEL,PT SCM NIKEL,-3.0773875,121.8562656,"WVF4+2GR, Lalomerui, Routa, Kabupaten Konawe, Sulawesi Tenggara",Lalomerui,Routa,Kabupaten Konawe,Southeast Sulawesi,Sulawesi Tenggara,,"https://www.google.com/maps/place/PT+SCM+NIKEL/@-0.8331567,114.0933096,6z/data=!4m7!3m6!1s0x2d9a1b586ea21b69:0xfcbcfdab1bd4c29c!8m2!3d-3.0773902!4d121.856261!15sCg9uaWNrZWwgc3VsYXdlc2mSARBjb3Jwb3JhdGVfb2ZmaWNl4AEA!16s%2Fg%2F11tp6gfbwv?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",nikel,"April, May, June, July, August, September, October","[4,5,6,7,8,9,10]"
PT gunbuster nikel industry,PT gunbuster nikel industry,-2.0416138,121.3884671,"2C6J+W62, Gililana, Bunta, Kabupaten Morowali, Sulawesi Tengah 94971",Gililana,Bunta,Kabupaten Morowali,Central Sulawesi,Sulawesi Tengah,,"https://www.google.com/maps/place/PT+gunbuster+nikel+industry/@-0.8331567,114.0933096,6z/data=!4m7!3m6!1s0x2d8fe531761b1b05:0xa500579c192a0845!8m2!3d-1.9877289!4d121.4305209!15sCg9uaWNrZWwgc3VsYXdlc2mSARRjb25zdHJ1Y3Rpb25fY29tcGFueeABAA!16s%2Fg%2F11s2jd9nt3?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",nikel,"April, May, June, July, August, September, October","[4,5,6,7,8,9,10]"
PT RNI (Ranger Nickel Industri),PT RNI (Ranger Nickel Industri),-2.866667,122.166667,"Labota, Kec. Bahodopi, Kabupaten Morowali, Sulawesi Tengah 94974",Labota,Bahodopi,Kabupaten Morowali,Central Sulawesi,Sulawesi Tengah,,"https://www.google.com/maps/place/PT+RNI+(Ranger+Nickel+Industri)/@-0.8331567,114.0933096,6z/data=!4m7!3m6!1s0x2d9a478fdf5dfa67:0x35c24ff6d2d33c67!8m2!3d-2.8513244!4d122.1639272!15sCg9uaWNrZWwgc3VsYXdlc2mSARRjb25zdHJ1Y3Rpb25fY29tcGFueeABAA!16s%2Fg%2F11pwjglbq8?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",nikel,"April, May, June, July, August, September, October","[4,5,6,7,8,9,10]"
Jetty PT. HUADI NICKLE-ALLOY INDONESIA,Jetty PT. HUADI NICKLE-ALLOY INDONESIA,-5.5827468,120.0645143,"C377+47V, Jl. Poros Bantaeng - Bulukumba, Papanloe, Kec. Pajukukang, Kabupaten Bantaeng, Sulawesi Selatan 92461",Papanloe,Pajukukang,Kabupaten Bantaeng,South Sulawesi,Sulawesi Selatan,,"https://www.google.com/maps/place/Jetty+PT.+HUADI+NICKLE-ALLOY+INDONESIA/@-0.8331567,114.0933096,6z/data=!4m7!3m6!1s0x2db953443d99bbf3:0x8c5e36501aefdb5a!8m2!3d-5.5871356!4d120.0631629!15sCg9uaWNrZWwgc3VsYXdlc2mSARZwb3J0X29wZXJhdGluZ19jb21wYW554AEA!16s%2Fg%2F11jx29gwqd?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",nikel,"April, May, June, July, August, September, October","[4,5,6,7,8,9,10]"
PT WANXIANG NICKEL INDONESIA,PT WANXIANG NICKEL INDONESIA,-2.6794968,122.0077611,"Jl.trans Sulawesi, Bahomotefe, Bungku Timur, Morowali Regency, Central Sulawesi 94973",Bahomotefe,Bungku Timur,Kabupaten Morowali,Central Sulawesi,Sulawesi Tengah,,"https://www.google.com/maps/place/PT+WANXIANG+NICKEL+INDONESIA/@-0.8331567,114.0933096,6z/data=!4m7!3m6!1s0x2d9a5d97a9787de5:0x14bde8dabf27cdc3!8m2!3d-2.7344447!4d122.0317481!15sCg9uaWNrZWwgc3VsYXdlc2mSAQxtYW51ZmFjdHVyZXLgAQA!16s%2Fg%2F11lm45qwgt?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",nikel,"April, May, June, July, August, September, October","[4,5,6,7,8,9,10]"
PT.GUNBUSTERNIKELINDUSTRI,PT.GUNBUSTERNIKELINDUSTRI,-1.9951625,121.4308281,"2C3J+W8P, Gililana, Kec. Petasia, Kabupaten Morowali Utara, Sulawesi Tengah 94971",Gililana,Petasia,Kabupaten Morowali Utara,Central Sulawesi,Sulawesi Tengah,,"https://www.google.com/maps/place/PT.GUNBUSTERNIKELINDUSTRI/@-0.8331567,114.0933096,6z/data=!4m7!3m6!1s0x2d8fe597b163ec71:0xca0f5e4027a1c468!8m2!3d-1.9951625!4d121.4308281!15sCg9uaWNrZWwgc3VsYXdlc2laESIPbmlja2VsIHN1bGF3ZXNpkgEQY29ycG9yYXRlX29mZmljZZoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VSMWMyUXpSa0ZuRUFF4AEA!16s%2Fg%2F11kzkbvbjs?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",nikel,"April, May, June, July, August, September, October","[4,5,6,7,8,9,10]"
NICKEL HILL EAST POND,NICKEL HILL EAST POND,-2.6089375,121.3725625,"99RF+C2, Asuli, Kec. Towuti, Kabupaten Luwu Timur, Sulawesi Selatan",Asuli,Towuti,Kabupaten Luwu Timur,South Sulawesi,Sulawesi Selatan,,"https://www.google.com/maps/place/NICKEL+HILL+EAST+POND/@-0.8331567,114.0933096,6z/data=!4m7!3m6!1s0x2d90633aa91955ff:0x1b33b77a860fe334!8m2!3d-2.6089443!4d121.3726167!15sCg9uaWNrZWwgc3VsYXdlc2mSARRjb25zdHJ1Y3Rpb25fY29tcGFueeABAA!16s%2Fg%2F11l2tk0x8b?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",nikel,"April, May, June, July, August, September, October","[4,5,6,7,8,9,10]"
PT. Aquila Cobalt Nickel,PT. Aquila Cobalt Nickel,-2.67883,121.985497,"Kolono, Kec. Bungku Tengah, Kabupaten Morowali, Sulawesi Tengah 94973",Kolono,Bungku Tengah,Kabupaten Morowali,Central Sulawesi,Sulawesi Tengah,0813-1831-3342,"https://www.google.com/maps/place/PT.+Aquila+Cobalt+Nickel/@-0.8331567,114.0933096,6z/data=!4m7!3m6!1s0x2d9a67bc9d7c83f7:0xf5c479a3dc51170c!8m2!3d-2.7006915!4d121.9798299!15sCg9uaWNrZWwgc3VsYXdlc2mSAQ5taW5pbmdfY29tcGFueeABAA!16s%2Fg%2F11w3g7z92j?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",nikel,"April, May, June, July, August, September, October","[4,5,6,7,8,9,10]"
